رقم الملف,رقم القرار,تاريخ القرار,محكمة الاستئناف,القاعدة القانونية,معاينة القرار الاستئنافي
2023/8226/3638,2023/8226/5732,2023-10-24,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8226/3639,2023/8226/5733,2023-10-24,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8226/3640,2023/8226/5734,2023-10-24,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8226/3414,2023/8226/5636,2023-10-18,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8226/3106,2023/8226/5414,2023-10-11,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8226/2351,2023/8226/5333,2023-10-05,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8201/1589,2023/8201/2007,2023-10-05,محكمة الاستئناف التجارية بمراكش,لما ثبت ان المستانف امتنع عن التنفيذ بإرجاع رخصة سيارة الأجرة الى الطرف المستانف عليه لمدة تناهز 11 شهر يكون تبعا لذلك تقديم طلب تصفية الغرامة التهديدية مرتكز على أساس قانوني,معاينة القرار الاستئنافي
2023/8226/2185,2023/8226/5190,2023-09-27,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8304/1677,2023/8304/1878,2023-09-26,محكمة الاستئناف التجارية بمراكش,بمقتضى المادة 686 من م ت فان حكم فتح المسطرة يوقف او يمنع أي اجراء تنفيذي يقيمه الدائنون سواء على المنقولات او على العقارات والمحكمة مصدرة القرار المطعون فيه التي اعتبرت ان دين المستأنفة ناشئ قبل فتح مسطرة التصفية القضائية في حق المقاولة ورتبت على ذلك رفع الحجز لدى الغير الحاصل على حسابها من قبل المستانفة لدى البنك تكون قد سايرت المقتضيات القانونية الواجبة التطبيق ولم تخرق ما احتج به من مقتضيات.,معاينة القرار الاستئنافي
2022/8203/2717,2023/8203/1789,2023-09-21,محكمة الاستئناف التجارية بمراكش,ترجيح المحكمة لخبرة منجزة من الشرطة العلمية واستبعاد خبرة أخرى للتأكد من صحة التوقيع على الشيك المنسوب للمورث لاعتمادها على وسائل علمية حديثة تجعل سلطتها التقديرية مبررة,معاينة القرار الاستئنافي
2023/8220/887,2023/8220/1756,2023-09-20,محكمة الاستئناف التجارية بمراكش,إن قيام البنك بصرف شيك يشتمل على كافة البيانات المحددة بصفة حصرية في المادة 239 من مدونة التجارة لا يجعله مرتكبا لأي خطأ ولو ثبت إضافة عبارة DHS بجانب المبلغ المكتوب بالحروف.,معاينة القرار الاستئنافي
2023/1123/304,2023/1123/284,2023-09-20,محكمة الاستئناف بأكادير,ايقاف التنفيذ,
2023/1121/322,2023/1121/281,2023-09-20,محكمة الاستئناف بأكادير,صعوبة التنفيذ,
2023/1123/139,2023/1123/283,2023-09-20,محكمة الاستئناف بأكادير,ايقاف التنفيذ,
2023/8201/1520,2023/8201/1730,2023-09-19,محكمة الاستئناف التجارية بمراكش,ان الخبرة المنجزة بناء على طلب احد الأطراف في اطار الفصل 148 من ق م م تكتسي نفس الحجية التي تكتسيها الخبرة المأمور بها من طرف المحكمة بمناسبة النزاع اذا توفرت فيها شروط الحضورية و الموضوعية و اجابت على النقاط التقنية موضوع الخلاف و اعتبرتها المحكمة في اطار سلطتها في تكييف الحجج و الوثائق كافية للبت في النزاع.,معاينة القرار الاستئنافي
2023/8226/2120,2023/8226/4967,2023-09-14,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8226/2742,2023/8226/4969,2023-09-14,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/8226/2619,2023/8226/4935,2023-09-12,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
2023/1221/121,2023/1221/3148,2023-09-11,محكمة الاستئناف بأكادير,‫• ارجاع القاضي الاستعجالي الحالة الى ما كانت عليه قبل التنفيذ.‬‬ ‫• تنفيذ القرار الاستئنافي القاضي بانتزاع الحيازة وافراغ المتواجد في العقار يجد سنده في‬‬ ‫القرار الاستئنافي الحضوري - تنفيذه في الدعوى المدنية التابعة فيما قضت بانتزاع الحيازة-‬‬اكتساب القرار لقوة الشيء المقضي به.‬‬ ‫• ابطال القرار الاستئنافي نقضا – اعدام للقوة التنفيذية للسند التنفيذي القاضي بالإفراغ‬‬ ‫وارجاع الحيازة الى المحكوم له سابقا - اختصاص القضاء الاستعجالي بإرجاع الحالة الى ما كانت‬‬ ‫عليه لمن كانت له الحيازة كلية او مشتركة قبل التنفيذ.‬‬,
2023/1221/132,2023/1221/3126,2023-08-28,محكمة الاستئناف بأكادير,‫• المساهمة المستحقة لاتحاد ملاك الملكية المشتركة - الواقعة المنشئة للاستحقاق والمطالبة.‬‬ ‫• لا تستحق المساهمة المقررة لفائدة اتحاد الملاك الا من تاريخ تقييد البيع في الرسم‬‬ ‫العقاري - لا يحق المطالبة عن الفترة اللاحقة عن تقييد البيع لدى المحافظة العقارية -‬‬ ‫• يتحمل البائع المساهمات السابقة عن تقييد البيع بالنسبة للمالك في اطار الملكية‬‬ ‫المشتركة، ما لم يتقرر خلاف ذلك في العقد.‬‬,
2023/1221/165,2023/1221/3135,2023-08-28,محكمة الاستئناف بأكادير,‫• ارجاع الحالة الى ما كانت عليه - اختصاص القضاء الاستعجالي بإرجاع الحالة - حالاته‬‬ ‫وشروطه.‬‬ ‫• نقض القرار الاستئنافي من طرف محكمة النقض – القرار الاستئنافي بعد نقضه يصبح‬‬ ‫مجردا من اثاره القانونية.‬‬ ‫• القرار الاستئنافي الواقع تنفيذه والذي طاله النقض من طرف محكمة النقض – اعدام‬‬ ‫السند الذي على أساسه تم التنفيذ.‬‬ ‫• وجوب ارجاع الحالة الى ما كانت عليه بإرجاع المبالغ المالية التي وقع تنفيذها.‬‬ ‫• سريان المسطرة امام محكمة الاستئناف بعد النقض والإحالة – لا يمنع من تدخل القضاء‬‬ ‫الاستعجالي بالأمر بإرجاع المبالغ التي وقع تنفيذها، ما لم يقع التنفيذ بمقتضى الحكم الابتدائي‬‬ ‫المشمول بالتنفيذ المعجل القضائي او القانوني.‬‬ ‫• تعتبر الدعوى المدنية التابعة للدعوى العمومية دعوى مدنية صرفية في احكامها واثارها‬‬ ‫المدنية.‬‬,
2022/1101/1363,2023/1101/3133,2023-08-28,محكمة الاستئناف بأكادير,‫• يتعين احالة الملف على النيابة العامة لوضع مستنتجاتها في النازلة ما دام احد الاطراف‬‬ ‫قد اثار الدفع بعدم الاختصاص النوعي- تطبق هذه القاعدة المسطرية امام القضاء الاستعجالي‬‬ ‫وامام قاضي الموضوع على حد سواء.‬‬ ‫• عدم احترام رئيس المحكمة بصفته الاستعجالية لإجراء الإحالة على النيابة العامة للإدلاء‬‬ ‫بمستنتجاتها- مخالفته لقاعدة إجرائية جوهرية كافية للحكم بالإبطال والارجاع.‬‬,
2023/1123/235,2023/1123/240,2023-08-07,محكمة الاستئناف بأكادير,ايقاف التنفيذ,
2023/8226/2295,2023/8226/4808,2023-07-27,محكمة الاستئناف التجارية بالدار البيضاء,الحجز لدى الغير المستأنف,
